장르,제목,회차,좋아요수,평점,평점기여자수,전체댓글수,베댓공감수,베댓비공감수
액션,사신소년,141,11297,9.94,11850,1654,58000,418
액션,쇼미더럭키짱,92,3650,9.72,4222,301,13435,151
액션,쇼미더럭키짱,93,3719,9.55,5039,440,20656,367
액션,쇼미더럭키짱,94,3679,9.77,4589,325,21001,320
액션,쇼미더럭키짱,95,3686,9.78,4391,376,11474,1034
액션,쇼미더럭키짱,96,3417,9.73,3920,351,12883,261
액션,쇼미더럭키짱,97,3331,9.69,3850,378,14512,400
액션,쇼미더럭키짱,98,3384,9.76,4148,373,19601,488
액션,쇼미더럭키짱,99,3200,9.76,3596,308,20936,321
액션,쇼미더럭키짱,100,3119,9.71,3512,524,25091,305
액션,쇼미더럭키짱,101,2930,9.71,3380,239,17559,374
액션,쇼미더럭키짱,102,2498,9.7,2996,259,11274,502
액션,쇼미더럭키짱,103,2229,9.72,2724,443,10185,127
액션,싸움독학,114,26794,9.76,22374,1435,81920,1901
액션,싸움독학,115,27352,9.86,23792,1565,90626,2900
액션,싸움독학,116,27390,9.86,23583,3026,87653,1212
액션,싸움독학,117,25884,9.89,21312,2382,124947,1245
액션,싸움독학,118,29823,9.93,30506,3677,114037,1461
액션,싸움독학,119,26477,9.89,21754,2228,121678,1239
액션,싸움독학,120,30913,9.88,25011,5655,210397,2689
액션,싸움독학,121,29103,9.95,28194,3666,111773,1066
액션,싸움독학,122,28457,9.89,28339,3943,119315,2952
액션,싸움독학,123,28910,9.91,29146,4898,150111,1611
액션,싸움독학,124,27236,9.68,36210,3760,85551,4381
액션,싸움독학,125,22507,9.52,24128,2990,109053,1226
액션,약한영웅,174,9362,9.66,12229,1402,38755,620
액션,약한영웅,175,8988,9.72,10988,1129,36488,508
액션,약한영웅,176,8664,7.28,17750,1252,35163,1196
액션,약한영웅,177,8403,8.61,12110,1235,28331,1002
액션,약한영웅,178,8974,9.5,11840,1356,35644,758
액션,약한영웅,179,8000,9.79,9467,521,24316,361
액션,약한영웅,180,8522,9.69,12222,517,29831,677
액션,약한영웅,181,7500,8.49,10443,1051,25838,1721
액션,약한영웅,182,8712,9.92,11091,726,55715,266
액션,약한영웅,183,7789,9.94,8755,489,32495,293
액션,약한영웅,184,7263,9.91,8556,512,19648,241
액션,약한영웅,185,6872,9.89,8159,515,15403,286
액션,튜토리얼탑의고인물,91,10088,9.92,9442,540,26129,255
액션,튜토리얼탑의고인물,92,9470,9.95,8596,235,15460,123
액션,튜토리얼탑의고인물,93,9294,9.95,8943,444,16578,227
액션,튜토리얼탑의고인물,94,8735,9.91,8300,201,11228,124
액션,튜토리얼탑의고인물,95,8536,9.93,8244,234,17270,224
액션,튜토리얼탑의고인물,96,8358,9.94,8444,223,14255,123
액션,튜토리얼탑의고인물,97,7678,9.91,7536,207,9120,79
액션,튜토리얼탑의고인물,98,7904,9.93,7913,271,14442,218
액션,튜토리얼탑의고인물,99,7497,9.93,7331,251,8161,130
액션,튜토리얼탑의고인물,100,7502,9.92,7592,406,7704,216
액션,튜토리얼탑의고인물,101,6659,9.79,6745,318,11365,247
액션,튜토리얼탑의고인물,102,4752,9.92,4901,245,5007,75
액션,헬퍼2,287,3096,6.51,8202,755,11809,726
액션,헬퍼2,288,3557,8.11,9521,924,18919,1037
액션,헬퍼2,289,2941,5.55,8995,1181,11330,698
액션,헬퍼2,290,3147,7.37,7887,584,12172,946
액션,헬퍼2,291,3631,8.37,8513,819,17618,628
액션,헬퍼2,292,3987,8.7,9568,1002,23806,559
액션,헬퍼2,293,3253,7.83,7504,816,12771,375
액션,헬퍼2,294,3254,7.9,7867,580,10342,506
액션,헬퍼2,295,3075,6.54,8015,1342,23872,2965
액션,헬퍼2,296,2874,5.73,9070,1693,12296,1666
액션,헬퍼2,297,2569,4.84,14822,1983,19347,830
액션,헬퍼2,298,1881,5.04,7215,1333,8900,620
액션,장씨세가호위무사,140,7773,9.85,10443,1088,29158,225
액션,장씨세가호위무사,141,8178,9.85,12338,1102,22542,658
액션,장씨세가호위무사,142,7790,9.94,10131,660,15972,337
액션,장씨세가호위무사,143,6527,9.92,8394,234,5162,297
액션,장씨세가호위무사,144,6384,9.87,8559,355,13822,572
액션,장씨세가호위무사,145,6723,9.87,8876,337,16033,583
액션,장씨세가호위무사,146,6068,9.91,8279,300,7329,106
액션,장씨세가호위무사,147,6675,9.86,9358,875,10163,195
액션,장씨세가호위무사,148,5715,9.38,8594,608,4146,444
액션,장씨세가호위무사,149,5824,9.86,8130,393,7853,140
액션,장씨세가호위무사,150,5490,9.59,9015,493,3887,136
액션,장씨세가호위무사,151,5409,9.92,7504,354,12408,180
액션,초인의시대,109,11264,9.96,12336,679,21962,355
액션,초인의시대,110,11067,9.84,14167,566,14567,367
액션,초인의시대,111,10875,9.89,13190,748,21606,540
액션,초인의시대,112,11209,9.93,13265,655,24641,359
액션,초인의시대,113,11414,9.95,13452,760,32187,635
액션,초인의시대,114,10887,9.93,12424,577,24260,458
액션,초인의시대,115,10093,9.86,11460,510,18512,464
액션,초인의시대,116,10177,9.82,13753,773,23175,575
액션,초인의시대,117,9810,9.73,13020,1092,11943,349
액션,초인의시대,118,10039,9.91,10932,715,29803,320
액션,초인의시대,119,9350,9.88,11119,688,17041,261
액션,초인의시대,120,9080,9.82,11455,1067,22098,348
액션,일렉시드,173,12373,9.95,11433,1073,49789,432
액션,일렉시드,174,12708,9.96,11989,1253,49700,250
액션,일렉시드,175,14059,9.92,14034,2481,76235,364
액션,일렉시드,176,13167,9.98,12124,1992,68541,1084
액션,일렉시드,177,13956,9.97,13241,2758,76460,319
액션,일렉시드,178,13449,9.95,12158,1644,52402,253
액션,일렉시드,179,12855,9.94,12899,1159,60568,168
액션,일렉시드,180,11681,9.96,10938,1140,42663,236
액션,일렉시드,181,11013,9.92,11328,955,28705,901
액션,일렉시드,182,11258,9.91,11174,1426,33603,290
액션,일렉시드,183,11047,9.82,11950,1369,34737,1138
액션,일렉시드,184,10426,9.94,10631,1534,39795,342
