장르,제목,회차,좋아요수,평점,평점기여자수,전체댓글수,베댓공감수,베댓비공감수
판타지,신의탑,489,26944,9.85,29341,3768,101932,2088
판타지,신의탑,490,23134,9.9,27026,2179,83745,835
판타지,신의탑,491,23624,9.81,29611,4167,153353,4134
판타지,신의탑,492,22014,9.9,26268,3599,119308,3089
판타지,신의탑,493,20076,9.89,22653,1844,92164,2276
판타지,신의탑,494,19772,9.79,24756,2677,99287,1651
판타지,신의탑,495,18597,9.89,22046,1417,51369,1216
판타지,신의탑,496,18774,9.89,22206,1806,69673,1531
판타지,신의탑,497,18540,9.84,23752,1814,68099,2187
판타지,신의탑,498,19029,9.9,23195,1565,82729,1687
판타지,신의탑,499,17114,8.14,31494,5232,92907,6161
판타지,신의탑,500,18119,9.76,23896,1894,94029,3036
판타지,신의탑,501,17116,9.54,22127,1842,79038,2193
판타지,신의탑,502,15979,8.69,27391,3673,54440,6001
판타지,신의탑,503,15678,8.83,25882,2785,64925,4108
판타지,신의탑,504,17595,9.56,29743,2450,55607,2310
판타지,신의탑,505,15285,8.02,29540,3222,62757,3753
판타지,신의탑,506,15155,8.48,29003,2734,53338,2616
판타지,신의탑,507,15354,8.77,27559,2874,65426,4025
판타지,신의탑,508,14636,7.38,28380,3564,79617,5618
판타지,신의탑,509,17392,9.4,30143,3924,86648,2619
판타지,신의탑,510,15226,8.62,26642,3728,72272,4747
판타지,신의탑,511,16098,9.54,24826,2449,80747,1378
판타지,신의탑,512,15025,8.88,24100,3056,68218,3041
판타지,신의탑,513,14436,8.7,24358,2541,49870,5408
판타지,신의탑,514,15768,9.1,31233,3066,75486,7047
판타지,신의탑,515,13501,9.1,23264,1630,43492,2116
판타지,신의탑,516,14139,9.57,20299,1228,43281,2965
판타지,신의탑,517,13484,9.42,21680,1408,37408,3000
판타지,신의탑,518,12794,8.91,19955,1826,51703,2196
판타지,신의탑,519,12692,8.99,20747,1634,39125,2321
판타지,신의탑,520,13180,9.42,21767,1363,33501,1240
판타지,신의탑,521,11831,7.2,23190,2656,43425,2799
판타지,신의탑,522,13437,9.45,25855,2096,56010,2194
판타지,데드퀸,19,14030,9.97,16685,1006,125468,680
판타지,데드퀸,20,12809,9.96,14803,843,87746,910
판타지,데드퀸,21,13113,9.97,15007,729,60666,783
판타지,데드퀸,22,12982,9.97,15430,764,92783,728
판타지,데드퀸,23,12564,9.97,14459,805,97115,1121
판타지,데드퀸,24,12828,9.97,15376,969,89503,787
판타지,데드퀸,25,12367,9.96,15053,845,87540,753
판타지,데드퀸,26,12450,9.97,14539,961,85571,863
판타지,데드퀸,27,11950,9.97,14464,862,94585,855
판타지,데드퀸,28,12034,9.95,14418,1246,105272,927
판타지,데드퀸,29,11805,9.97,14215,653,81594,716
판타지,데드퀸,30,11485,9.96,13952,775,91519,764
판타지,데드퀸,31,11236,9.96,13652,659,49071,654
판타지,데드퀸,32,10746,9.96,13066,738,63625,895
판타지,데드퀸,33,10960,9.95,13334,1215,79124,8220
판타지,데드퀸,34,11119,9.97,13770,763,81958,643
판타지,데드퀸,35,10691,9.96,13421,590,58291,849
판타지,데드퀸,36,10239,9.96,12789,525,39776,684
판타지,데드퀸,37,10429,9.96,13072,712,59148,520
판타지,데드퀸,38,9995,9.96,12596,439,54191,375
판타지,데드퀸,39,10076,9.97,12748,417,55973,736
판타지,데드퀸,40,9996,9.96,12451,574,63031,859
판타지,데드퀸,41,9784,9.96,12212,492,69715,727
판타지,데드퀸,42,10026,9.96,12924,495,60917,697
판타지,데드퀸,43,9677,9.96,12391,421,50482,596
판타지,데드퀸,44,9741,9.95,12399,634,63832,552
판타지,데드퀸,45,9684,9.96,12704,507,52906,1078
판타지,데드퀸,46,9621,9.96,12246,510,53400,614
판타지,데드퀸,47,9541,9.96,12668,517,59420,503
판타지,데드퀸,48,9847,9.97,12832,705,71013,368
판타지,데드퀸,49,9464,9.97,12311,598,41950,475
판타지,데드퀸,50,10165,9.97,14141,912,75723,382
판타지,데드퀸,51,10383,9.97,13640,977,72157,502
판타지,데드퀸,52,11633,9.98,16918,2070,87256,541
판타지,데드퀸,53,10449,9.97,14207,1184,88655,359
판타지,데드퀸,54,9827,9.97,13363,900,66676,367
판타지,데드퀸,55,10029,9.97,13387,1058,80324,362
판타지,데드퀸,56,9685,9.97,12952,480,38908,304
판타지,데드퀸,57,9589,9.96,12573,718,57728,315
판타지,데드퀸,58,10003,9.97,13369,935,59112,481
판타지,데드퀸,59,9518,9.97,12474,964,59636,359
판타지,데드퀸,60,9093,9.96,11674,471,33270,257
판타지,데드퀸,61,9046,9.97,11701,561,53824,539
판타지,데드퀸,62,8780,9.97,11460,572,42133,355
판타지,데드퀸,63,8398,9.96,11548,515,36914,428
판타지,데드퀸,64,8343,9.97,11737,519,41769,258
판타지,데드퀸,65,7923,9.94,11028,371,28604,476
판타지,데드퀸,66,8596,9.96,11868,1033,65879,441
판타지,데드퀸,67,8520,9.97,12410,723,41497,396
판타지,데드퀸,68,8203,9.97,11559,476,33707,360
판타지,데드퀸,69,7884,9.96,11494,667,41663,297
판타지,데드퀸,70,7530,9.97,10572,467,32670,395
판타지,더게이머,355,2536,5.29,7431,1339,11798,412
판타지,더게이머,356,2552,8.93,4287,606,7653,441
판타지,더게이머,357,2463,6.75,5093,1065,10470,318
판타지,더게이머,358,2578,9.01,4062,768,8805,315
판타지,더게이머,359,2580,8.74,3885,761,10983,354
판타지,더게이머,360,2429,7.87,4007,645,11859,263
판타지,더게이머,361,2423,7.82,3903,827,12087,354
판타지,더게이머,362,2406,7.73,4083,740,8693,304
판타지,더게이머,363,2540,9.27,4039,469,10235,384
판타지,더게이머,364,2525,9.24,3988,433,9781,406
판타지,더게이머,365,2454,9.31,3673,383,15008,492
판타지,더게이머,366,2282,7.49,3985,620,7661,336
판타지,더게이머,367,2281,7.97,3522,444,8599,286
판타지,더게이머,368,2289,8.16,3859,611,8355,304
판타지,더게이머,369,2219,7.81,3771,629,10235,379
판타지,더게이머,370,2273,8.5,3741,455,7770,298
판타지,더게이머,371,2134,8.46,3514,510,4712,278
판타지,더게이머,372,2204,8.21,3461,487,14710,592
판타지,더게이머,373,2217,7.62,4042,558,14732,804
판타지,더게이머,374,2335,8.74,3966,717,15879,402
판타지,더게이머,375,2250,8.55,3587,627,8392,359
판타지,더게이머,376,2165,8.66,3576,681,10140,363
판타지,더게이머,377,2172,8.68,3372,469,7882,539
판타지,더게이머,378,2308,9.09,3950,570,16243,372
판타지,더게이머,379,2078,7.0,4017,639,11375,276
판타지,더게이머,380,2019,8.7,3190,304,6072,228
판타지,더게이머,381,1987,5.43,5118,930,6258,237
판타지,더게이머,382,2022,8.35,3276,306,5392,237
판타지,더게이머,383,2012,8.03,3340,651,5879,112
판타지,더게이머,384,1902,7.54,3321,425,4017,139
판타지,더게이머,385,1901,7.73,3391,485,4455,165
판타지,더게이머,386,1925,6.07,4752,795,6318,202
판타지,더게이머,387,1928,7.04,3901,654,4835,176
판타지,더게이머,388,1861,7.18,3511,581,6331,200
판타지,더게이머,389,1880,7.05,3560,553,5182,442
판타지,더게이머,390,1853,7.76,3367,446,8168,259
판타지,더게이머,391,1763,6.57,3506,515,4275,125
판타지,더게이머,392,1815,8.71,3266,294,5468,329
판타지,더게이머,393,1839,8.12,3294,365,4129,217
판타지,더게이머,394,1933,8.61,3568,290,4257,182
판타지,더게이머,395,1817,8.28,3022,276,5650,280
판타지,더게이머,396,1825,8.52,3195,401,6671,153
판타지,더게이머,397,1752,7.39,3399,957,3853,140
판타지,더게이머,398,1656,8.06,2928,250,3729,139
판타지,더게이머,399,1613,7.18,3291,553,3894,93
판타지,더게이머,400,1700,8.82,2720,223,5895,878
판타지,더게이머,401,1586,8.41,2791,242,2517,119
판타지,더게이머,402,1615,7.51,3010,244,3679,203
판타지,더게이머,403,1517,5.36,4593,465,4271,158
판타지,더게이머,404,1630,8.83,2637,209,3868,168
판타지,더게이머,405,1559,8.24,2741,305,2489,109
판타지,더게이머,406,1509,7.81,2835,352,3042,121
판타지,낙향문사전,30,6141,9.71,7942,368,14491,239
판타지,낙향문사전,31,6713,9.93,7534,611,46810,232
판타지,낙향문사전,32,6006,9.94,6843,238,17427,152
판타지,낙향문사전,33,6136,9.91,6754,348,16554,244
판타지,낙향문사전,34,6235,9.92,6940,611,20004,208
판타지,낙향문사전,35,6035,9.92,6807,346,19577,437
판타지,낙향문사전,36,6085,9.95,6759,296,17296,175
판타지,낙향문사전,37,6028,9.96,6604,359,24998,296
판타지,낙향문사전,38,5893,9.92,6686,345,19316,135
판타지,낙향문사전,39,5958,9.94,6642,376,24331,196
판타지,낙향문사전,40,6109,9.96,6801,514,23591,212
판타지,낙향문사전,41,5907,9.96,6561,487,17704,212
판타지,낙향문사전,42,5736,9.96,6344,269,14380,226
판타지,낙향문사전,43,5753,9.95,6478,252,16416,187
판타지,낙향문사전,44,5744,9.96,6427,273,9019,115
판타지,낙향문사전,45,6122,9.93,7056,558,29671,386
판타지,낙향문사전,46,6081,9.97,6756,372,28532,269
판타지,낙향문사전,47,5843,9.96,6445,618,11582,138
판타지,낙향문사전,48,6050,9.94,6974,582,12607,158
판타지,낙향문사전,49,6582,9.96,7447,616,16320,794
판타지,낙향문사전,50,6546,9.97,7545,686,26501,490
판타지,낙향문사전,51,6055,9.97,6708,548,20381,442
판타지,낙향문사전,52,5992,9.95,6762,250,8582,283
판타지,낙향문사전,53,6161,9.97,6867,372,17567,350
판타지,낙향문사전,54,6462,9.97,7336,425,31523,215
판타지,낙향문사전,55,6307,9.97,7093,587,26720,312
판타지,낙향문사전,56,6344,9.97,7150,466,21066,206
판타지,낙향문사전,57,6464,9.97,7065,587,22620,261
판타지,낙향문사전,58,6144,9.96,6823,747,17863,195
판타지,낙향문사전,59,5778,9.96,6587,323,12171,115
판타지,낙향문사전,60,5653,9.93,6494,256,10407,125
판타지,낙향문사전,61,5688,9.92,6401,330,12222,460
판타지,낙향문사전,62,5390,9.69,6237,283,9684,306
판타지,낙향문사전,63,5510,9.86,6311,453,7662,178
판타지,낙향문사전,64,5746,9.7,7546,616,8361,266
판타지,낙향문사전,65,5616,9.7,6643,813,5811,265
판타지,낙향문사전,66,4887,8.65,6677,441,7468,468
판타지,낙향문사전,67,4674,5.95,9762,1216,15096,184
판타지,낙향문사전,68,4741,7.29,8204,842,9582,437
판타지,낙향문사전,69,4424,6.38,8235,1444,8548,146
판타지,낙향문사전,70,4698,8.88,6525,726,6713,497
판타지,낙향문사전,71,4689,9.68,5901,367,8121,194
판타지,낙향문사전,72,4257,9.54,5140,251,4598,121
판타지,낙향문사전,73,4585,9.92,5438,313,9581,132
판타지,낙향문사전,74,4163,9.8,5026,287,5025,96
판타지,낙향문사전,75,4335,9.67,5362,798,6654,58
판타지,낙향문사전,76,4318,9.72,5246,360,3975,321
판타지,낙향문사전,77,3955,9.85,4774,196,2218,120
판타지,낙향문사전,78,4234,9.91,5137,191,7373,115
판타지,낙향문사전,79,4202,9.93,5300,245,7273,46
판타지,낙향문사전,80,3885,8.76,5410,443,7005,199
판타지,낙향문사전,81,4150,9.84,5016,396,10885,114
판타지,나노머신,31,13341,9.97,13571,623,29027,565
판타지,나노머신,32,13711,9.97,14067,743,47158,351
판타지,나노머신,33,13095,9.96,13250,510,22417,448
판타지,나노머신,34,13236,9.97,13261,604,41544,451
판타지,나노머신,35,12654,9.96,13103,573,31687,463
판타지,나노머신,36,13281,9.93,13738,672,25397,251
판타지,나노머신,37,13320,9.97,15273,758,43898,454
판타지,나노머신,38,13448,9.97,14174,616,36047,387
판타지,나노머신,39,13210,9.98,13117,614,36790,492
판타지,나노머신,40,13481,9.98,13883,970,38064,293
판타지,나노머신,41,13378,9.94,14670,961,44567,470
판타지,나노머신,42,13125,9.96,13514,600,49139,354
판타지,나노머신,43,13163,9.97,13230,509,47395,463
판타지,나노머신,44,13218,9.97,13344,515,26509,569
판타지,나노머신,45,12967,9.94,13315,640,33623,2498
판타지,나노머신,46,13503,9.96,13896,994,54130,1715
판타지,나노머신,47,12999,9.96,13120,597,31183,404
판타지,나노머신,48,12641,9.75,14348,594,27548,659
판타지,나노머신,49,13034,9.96,14040,754,18074,309
판타지,나노머신,50,14151,9.97,14910,948,55797,1349
판타지,나노머신,51,13769,9.98,14700,702,33483,2472
판타지,나노머신,52,12910,9.59,15816,977,23997,1019
판타지,나노머신,53,13177,9.93,14763,1052,37083,1593
판타지,나노머신,54,13743,9.96,14389,986,55599,297
판타지,나노머신,55,13192,9.92,14167,758,29521,644
판타지,나노머신,56,13040,9.91,14529,885,22065,509
판타지,나노머신,57,14446,9.97,15528,1307,50893,760
판타지,나노머신,58,13443,9.97,14015,623,44539,270
판타지,나노머신,59,13087,9.95,13301,834,18024,1897
판타지,나노머신,60,17468,9.98,17134,2321,122202,852
판타지,나노머신,61,13833,9.97,14072,570,37901,748
판타지,나노머신,62,13450,9.97,13972,555,26973,352
판타지,나노머신,63,12611,9.95,13568,428,20566,256
판타지,나노머신,64,13238,9.96,13951,635,31769,562
판타지,나노머신,65,13139,9.92,14661,613,27053,1381
판타지,나노머신,66,13733,9.98,13989,1203,37500,399
판타지,나노머신,67,13484,9.97,15076,749,39792,832
판타지,나노머신,68,13428,9.97,14284,791,34704,1155
판타지,나노머신,69,13432,9.96,13816,456,34554,1330
판타지,나노머신,70,13732,9.98,14171,600,32672,568
판타지,나노머신,71,13936,9.95,14782,1147,48766,929
판타지,나노머신,72,15262,9.92,16567,1909,65526,594
판타지,나노머신,73,14270,9.95,15086,1537,42125,1018
판타지,나노머신,74,13361,9.79,15736,1185,21872,963
판타지,나노머신,75,12965,8.72,20293,2127,24895,2164
판타지,나노머신,76,13268,9.83,15608,883,23546,440
판타지,나노머신,77,13961,9.94,16898,822,29785,469
판타지,나노머신,78,13626,9.96,14701,738,26942,709
판타지,나노머신,79,13753,9.96,15227,951,19643,525
판타지,나노머신,80,14786,9.95,17237,1480,30656,523
판타지,나노머신,81,17914,9.98,28855,2160,53593,547
판타지,나노머신,82,14648,9.93,16795,1136,51086,2034
판타지,트롤트랩,133,5169,9.96,4990,405,16142,228
판타지,트롤트랩,134,5066,9.94,4875,353,11611,339
판타지,트롤트랩,135,4934,9.94,4864,275,14916,126
판타지,트롤트랩,136,5129,9.97,4939,321,25508,257
판타지,트롤트랩,137,5127,9.97,4926,389,13701,368
판타지,트롤트랩,138,4957,9.95,4750,229,20613,151
판타지,트롤트랩,139,4898,9.95,4702,436,12196,255
판타지,트롤트랩,140,5006,9.92,4913,458,17822,126
판타지,트롤트랩,141,5196,9.97,4956,407,34466,193
판타지,트롤트랩,142,4729,9.91,4766,340,10174,410
판타지,트롤트랩,143,4795,9.82,4976,502,25808,510
판타지,트롤트랩,144,4750,9.94,4671,485,18485,220
판타지,트롤트랩,145,4736,9.87,5388,299,8237,540
판타지,트롤트랩,146,4772,9.92,4710,299,14134,480
판타지,트롤트랩,147,4714,9.94,4675,604,19047,385
판타지,트롤트랩,148,4701,9.91,4661,480,12660,150
판타지,트롤트랩,149,4919,9.96,4859,482,23304,321
판타지,트롤트랩,150,4702,9.9,4735,423,10858,336
판타지,트롤트랩,151,4613,9.92,4700,299,11601,107
판타지,트롤트랩,152,4744,9.94,4718,403,22969,292
판타지,트롤트랩,153,5273,9.95,5383,662,29040,213
판타지,트롤트랩,154,4811,9.94,4708,558,21071,341
판타지,트롤트랩,155,4573,9.87,4696,654,14890,222
판타지,트롤트랩,156,4895,9.92,4672,652,19059,326
판타지,트롤트랩,157,4821,9.92,4832,705,17257,674
판타지,트롤트랩,158,4783,9.91,4946,701,14015,786
판타지,트롤트랩,159,4531,9.56,4977,479,12658,358
판타지,트롤트랩,160,5080,9.9,5403,592,24424,757
판타지,트롤트랩,161,5010,9.81,5948,452,20843,265
판타지,트롤트랩,162,4666,9.82,4798,450,13122,235
판타지,트롤트랩,163,4818,9.86,4842,369,22923,212
판타지,트롤트랩,164,4711,9.87,4623,246,12535,160
판타지,트롤트랩,165,4823,9.9,4874,321,21481,292
판타지,트롤트랩,166,4856,9.66,5551,1272,33700,908
판타지,트롤트랩,167,4605,9.89,4661,356,14754,186
판타지,트롤트랩,168,4724,9.92,4732,445,13768,196
판타지,트롤트랩,169,4581,9.93,4583,248,9988,96
판타지,트롤트랩,170,4507,9.89,4587,527,14200,114
판타지,트롤트랩,171,4474,9.94,4389,204,7560,141
판타지,트롤트랩,172,4277,9.9,4279,331,11326,534
판타지,트롤트랩,173,4248,9.89,4400,346,12451,79
판타지,트롤트랩,174,4156,9.47,4467,402,16311,1634
판타지,트롤트랩,175,3766,8.78,4714,344,4706,171
판타지,트롤트랩,176,3962,9.79,4191,251,9057,219
판타지,트롤트랩,177,4008,9.79,4264,307,3835,113
판타지,트롤트랩,178,3917,9.82,3999,250,9201,105
판타지,트롤트랩,179,3912,9.93,3847,166,9383,131
판타지,트롤트랩,180,3910,9.92,3935,233,10530,100
판타지,트롤트랩,181,4035,9.95,4163,344,10033,71
판타지,트롤트랩,182,3808,9.95,3773,181,9820,94
판타지,트롤트랩,183,3731,9.89,3839,171,6496,77
판타지,트롤트랩,184,3595,9.91,3774,140,7692,224
스릴러,기기괴괴,332,15970,9.94,19641,1156,149945,1157
스릴러,기기괴괴,333,17467,9.92,20238,1429,215831,3377
스릴러,기기괴괴,334,16079,9.95,18389,3742,144692,7906
스릴러,기기괴괴,335,14889,9.94,17078,1379,50339,1076
스릴러,기기괴괴,336,14497,9.96,16800,309,61658,1971
스릴러,기기괴괴,337,15161,9.85,20560,382,83723,2049
스릴러,기기괴괴,338,15160,9.96,17805,813,104054,1785
스릴러,기기괴괴,339,13945,9.78,18625,776,62457,2958
스릴러,기기괴괴,340,13418,9.9,16901,479,49826,1037
스릴러,기기괴괴,341,13347,9.82,18105,576,72208,859
스릴러,기기괴괴,342,14580,9.75,20274,890,121606,1583
스릴러,기기괴괴,343,12931,9.78,15920,1241,33028,607
스릴러,기기괴괴,344,14986,9.94,19513,1412,170238,741
스릴러,기기괴괴,345,15321,9.68,23012,1530,150292,3129
스릴러,기기괴괴,346,13876,9.95,17180,782,69696,1075
스릴러,기기괴괴,347,13445,9.91,16155,547,57637,2000
스릴러,기기괴괴,348,13188,9.93,15861,934,81926,2288
스릴러,기기괴괴,349,13957,9.89,16651,839,90249,1273
스릴러,기기괴괴,350,12865,9.94,15207,842,81016,3956
스릴러,기기괴괴,351,12480,9.93,14989,762,94992,1349
스릴러,기기괴괴,352,12122,9.93,13895,391,42781,1338
스릴러,기기괴괴,353,11651,9.93,13999,367,56610,1595
스릴러,기기괴괴,354,11576,9.93,14242,377,63525,797
스릴러,기기괴괴,355,11191,9.94,13500,346,56185,1128
스릴러,기기괴괴,356,10866,9.93,13666,311,45934,552
스릴러,기기괴괴,357,11420,9.94,13286,379,91510,666
스릴러,기기괴괴,358,12067,9.92,14565,617,78955,1795
스릴러,기기괴괴,359,11798,9.96,14342,454,50309,794
스릴러,기기괴괴,360,10903,9.92,12916,264,33382,1177
스릴러,기기괴괴,361,10804,9.95,13195,355,48102,415
스릴러,기기괴괴,362,11354,8.88,16760,738,45765,2020
스릴러,기기괴괴,363,10425,9.92,13071,427,47906,261
스릴러,기기괴괴,364,12434,9.96,15269,739,56592,754
스릴러,기기괴괴,365,11575,9.95,13931,477,52427,411
스릴러,기기괴괴,366,13064,9.85,17243,1355,103738,883
스릴러,기기괴괴,367,11461,9.96,14048,989,41416,480
스릴러,기기괴괴,368,11056,9.94,13395,456,50270,648
스릴러,기기괴괴,369,11881,9.81,14481,394,57883,1261
스릴러,기기괴괴,370,11174,9.94,13971,543,89797,889
스릴러,기기괴괴,371,10689,9.96,13368,313,52637,745
스릴러,기기괴괴,372,14067,9.95,20321,1334,85588,1064
스릴러,기기괴괴,373,11082,9.97,14249,730,64165,505
스릴러,기기괴괴,374,10333,9.97,12735,175,29786,392
스릴러,기기괴괴,375,10004,9.93,12455,227,31576,599
스릴러,기기괴괴,376,9954,9.82,13002,227,39052,576
스릴러,기기괴괴,377,9888,9.93,12684,266,32593,338
스릴러,기기괴괴,378,10395,9.96,13156,239,36487,496
스릴러,기기괴괴,379,10460,9.95,12559,294,51398,1210
스릴러,기기괴괴,380,11315,9.9,14416,472,57289,592
스릴러,기기괴괴,381,9013,9.92,11387,340,30225,274
스릴러,기기괴괴,382,10198,9.97,12548,473,90116,469
스릴러,기기괴괴,383,9900,9.95,12604,437,43008,482
스릴러,꿈의기업,216,1976,9.94,2945,251,17595,82
스릴러,꿈의기업,217,2035,9.96,3019,248,14927,197
스릴러,꿈의기업,218,2138,9.95,3272,275,19656,459
스릴러,꿈의기업,219,1947,9.95,2920,186,15286,170
스릴러,꿈의기업,220,1967,9.96,2975,191,13988,150
스릴러,꿈의기업,221,1994,9.96,2937,197,8308,70
스릴러,꿈의기업,222,2016,9.95,2988,191,13016,58
스릴러,꿈의기업,223,1903,9.96,2765,155,13066,86
스릴러,꿈의기업,224,1947,9.95,2895,247,13272,235
스릴러,꿈의기업,225,1913,9.96,2910,191,10818,90
스릴러,꿈의기업,226,1808,9.95,2667,235,16208,99
스릴러,꿈의기업,227,1855,9.96,2761,145,10169,45
스릴러,꿈의기업,228,1819,9.97,2669,128,12265,128
스릴러,꿈의기업,229,1958,9.96,3035,239,15440,95
스릴러,꿈의기업,230,1895,9.96,2774,254,16052,77
스릴러,꿈의기업,231,1786,9.95,2737,170,7494,94
스릴러,꿈의기업,232,1833,9.94,3105,143,10956,86
스릴러,꿈의기업,233,1815,9.96,2685,156,10817,71
스릴러,꿈의기업,234,1739,9.95,2522,132,13407,113
스릴러,꿈의기업,235,1802,9.95,2741,147,12358,74
스릴러,꿈의기업,236,1742,9.95,2598,134,10182,79
스릴러,꿈의기업,237,1662,9.96,2558,127,6065,51
스릴러,꿈의기업,238,1674,9.96,2536,170,10468,79
스릴러,꿈의기업,239,1666,9.97,2528,167,10976,58
스릴러,꿈의기업,240,1665,9.97,2447,168,7755,176
스릴러,꿈의기업,241,1617,9.96,2450,147,5978,38
스릴러,꿈의기업,242,1620,9.96,2445,135,5378,40
스릴러,꿈의기업,243,1595,9.96,2475,119,5399,63
스릴러,꿈의기업,244,1607,9.97,2438,183,8414,51
스릴러,꿈의기업,245,1525,9.95,2362,207,3351,44
스릴러,꿈의기업,246,1584,9.97,2488,95,5138,55
스릴러,꿈의기업,247,1513,9.96,2337,98,5367,82
스릴러,꿈의기업,248,1483,9.95,2368,113,4450,31
스릴러,꿈의기업,249,1464,9.94,2265,112,3901,42
스릴러,꿈의기업,250,1475,9.95,2250,129,5055,26
스릴러,꿈의기업,251,1461,9.96,2199,138,3763,32
스릴러,꿈의기업,252,1424,9.96,2159,105,5961,43
스릴러,꿈의기업,253,1397,9.94,2112,110,4756,35
스릴러,꿈의기업,254,1389,9.95,2095,76,5401,43
스릴러,꿈의기업,255,1365,9.97,2137,124,3659,94
스릴러,꿈의기업,256,1366,9.95,2106,98,4061,61
스릴러,꿈의기업,257,1390,9.96,2095,74,5288,50
스릴러,꿈의기업,258,1348,9.94,2065,109,5914,37
스릴러,꿈의기업,259,1330,9.95,2003,101,4112,37
스릴러,꿈의기업,260,1306,9.94,1979,105,4517,37
스릴러,꿈의기업,261,1323,9.96,1956,115,7450,85
스릴러,꿈의기업,262,1296,9.95,1994,96,8425,38
스릴러,꿈의기업,263,1287,9.96,1996,93,5299,35
스릴러,꿈의기업,264,1275,9.93,1941,97,7781,61
스릴러,꿈의기업,265,1241,9.96,1949,112,6774,33
스릴러,꿈의기업,266,1192,9.94,1904,79,4555,36
스릴러,꿈의기업,267,1365,9.95,2164,206,7481,43
스릴러,니나마법서랍,30,11164,9.98,13411,466,99640,296
스릴러,니나마법서랍,31,11045,9.97,13006,484,91494,362
스릴러,니나마법서랍,32,10982,9.99,12972,459,92568,307
스릴러,니나마법서랍,33,11219,9.98,12620,843,139730,416
스릴러,니나마법서랍,34,11167,9.98,12902,947,136413,1322
스릴러,니나마법서랍,35,10685,9.96,12494,642,87570,287
스릴러,니나마법서랍,36,10691,9.98,12480,413,78911,175
스릴러,니나마법서랍,37,10958,9.98,12200,540,124484,619
스릴러,니나마법서랍,38,10791,9.98,12171,510,92997,960
스릴러,니나마법서랍,39,11104,9.99,13198,638,105196,401
스릴러,니나마법서랍,40,11309,9.98,13143,468,90902,342
스릴러,니나마법서랍,41,10577,9.98,12582,706,71193,447
스릴러,니나마법서랍,42,11017,9.99,13067,1124,138562,154
스릴러,니나마법서랍,43,10738,9.98,12646,715,120959,804
스릴러,니나마법서랍,44,10232,9.98,12161,407,72663,293
스릴러,니나마법서랍,45,10312,9.98,12065,409,86545,408
스릴러,니나마법서랍,46,10140,9.98,11725,315,61484,226
스릴러,니나마법서랍,47,10184,9.97,12051,425,58899,216
스릴러,니나마법서랍,48,10175,9.98,11671,671,92385,287
스릴러,니나마법서랍,49,10089,9.98,11924,498,90046,343
스릴러,니나마법서랍,50,10430,9.98,12719,574,87784,222
스릴러,니나마법서랍,51,10104,9.96,12060,582,80811,239
스릴러,니나마법서랍,52,10063,9.98,11702,406,84424,258
스릴러,니나마법서랍,53,10003,9.98,12141,440,59960,235
스릴러,니나마법서랍,54,9925,9.98,11802,378,74062,267
스릴러,니나마법서랍,55,9975,9.98,11995,367,67233,169
스릴러,니나마법서랍,56,9863,9.98,11764,423,85143,220
스릴러,니나마법서랍,57,9529,9.97,11228,358,81601,205
스릴러,니나마법서랍,58,10092,9.98,12275,865,143542,306
스릴러,니나마법서랍,59,9657,9.98,11761,413,95761,230
스릴러,니나마법서랍,60,9472,9.97,11293,474,68710,189
스릴러,니나마법서랍,61,9375,9.96,11262,380,61109,207
스릴러,니나마법서랍,62,9869,9.98,12048,616,84943,394
스릴러,니나마법서랍,63,9941,9.97,12906,523,66134,322
스릴러,니나마법서랍,64,9804,9.97,11877,351,94146,252
스릴러,니나마법서랍,65,9425,9.98,11305,411,84646,241
스릴러,니나마법서랍,66,9643,9.97,12007,570,93557,420
스릴러,니나마법서랍,67,9389,9.98,11321,425,75662,199
스릴러,니나마법서랍,68,9271,9.98,11262,368,80152,268
스릴러,니나마법서랍,69,9706,9.98,11712,780,125869,209
스릴러,니나마법서랍,70,10091,9.98,12706,892,102621,253
스릴러,니나마법서랍,71,9720,9.98,11837,426,54466,195
스릴러,니나마법서랍,72,9614,9.98,11443,426,84107,243
스릴러,니나마법서랍,73,9346,9.94,11197,491,73677,281
스릴러,니나마법서랍,74,9176,9.96,10738,404,56036,401
스릴러,니나마법서랍,75,9492,9.98,11472,323,68803,379
스릴러,니나마법서랍,76,9060,9.98,11096,315,52806,364
스릴러,니나마법서랍,77,8942,9.98,10683,473,79377,268
스릴러,니나마법서랍,78,9021,9.97,10562,399,68063,223
스릴러,니나마법서랍,79,8828,9.97,10352,375,76436,191
스릴러,니나마법서랍,80,8674,9.98,10335,379,74727,326
스릴러,니나마법서랍,81,8409,9.97,10308,331,70466,201
스릴러,미래의골동품가게,22,7698,9.98,10353,655,44316,841
스릴러,미래의골동품가게,23,8212,9.98,10858,607,52610,312
스릴러,미래의골동품가게,24,7516,9.98,9894,326,38346,398
스릴러,미래의골동품가게,25,7477,9.98,9811,370,29328,290
스릴러,미래의골동품가게,26,10004,9.99,20218,567,31903,194
스릴러,미래의골동품가게,27,8080,9.98,11953,335,24003,283
스릴러,미래의골동품가게,28,8664,9.99,13620,541,42878,191
스릴러,미래의골동품가게,29,8115,9.98,10771,364,30925,160
스릴러,미래의골동품가게,30,7479,9.98,9870,612,38830,238
스릴러,미래의골동품가게,31,7088,9.98,9937,300,23642,198
스릴러,미래의골동품가게,32,6851,9.99,9467,251,41762,220
스릴러,미래의골동품가게,33,7624,9.98,12686,378,32344,167
